agency,date,title,status,purpose,period_covered,link
DOH,2022-01-20,Floor plan of Quirino Memorial Medical Center,PENDING,Academic Case Study,01/20/2022 - 01/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NTM1ODQ2NTI5MDUM
DPWH,2022-01-20,ATTACHMENT FOR PCAB UPDATE CANNOT BE REPLACED,PENDING,FOR UPDATING OF BUSINESS INFORMATION,01/20/2022 - 01/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMTU2Mjc4ODIzNDYzDA
DOH,2022-01-20,Floor plan of Rizal Medical Center,PENDING,Academic Case Study,01/20/2022 - 01/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wNDAwNTYzMzA0ODMM
DOH,2022-01-20,Floor plan of Tondo Medical Center,PENDING,Academic Case Study,01/20/2022 - 01/20/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NzA4ODM5OTg2NTUM
BOI,2022-01-20,Herbal/Medicinal Plant Industry,PENDING,Thesis Research,01/01/2017 - 11/27/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJPSS00MzcxOTg2NDA5NTMM
DTI,2022-01-20,Companies in the Herbal or Medicinal Plant Industry,PENDING,Thesis Research,01/01/2017 - 11/27/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS01NjExNzczNDM3MDQM
DOH,2022-01-19,Request for QR Code vaccination certificate,PENDING,for.employment,08/17/2021 - 09/14/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NDg3ODIyNzY1ODAM
GCG,2022-01-19,Status of the Issuance of Authorization to Implement the CPCS,PENDING,Transparency,10/01/2021 - 01/03/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEdDRy0zNjQ3NjcxOTU1MzMM
DOH,2022-01-19,REQUEST FOR BOOSTER SHOT QR CODE vaccination certificate,PENDING,For overseas employment requirements,12/01/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NzI2MDY3NTY0MzAM
DOH,2022-01-19,VAXCERT CORRECTION FOR NAME,PENDING,Correction for my name in vaxcertph,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0yMjYwNTI4MDg3NDYM
BIR,2022-01-19,BIR 2316,PENDING,Loan Application,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi0yMTA2ODM0NzA4NzcM
DOH,2022-01-19,vaxcert incorrect middlename,PENDING,Travel,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00ODY1MDQwMzM4NjAM
SSS,2022-01-19,Covid positive,PENDING,Cash assistance,01/09/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0zMTU2NzgwMzc2NTMM
DOE,2022-01-19,"Number of Supply of LPG in Calamba, Laguna",ACCEPTED,Research and Development,01/01/2017 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS05NDQ3NjMwNzQ1ODQM
SSS,2022-01-19,Financial Assistance for COVID-19 positive,PENDING,To know the benefits of COVID-19 positive,01/09/2022 - 01/13/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy03OTMwOTM0Nzc1ODIM
BIR,2022-01-19,ITR 2021,PENDING,FOR VISA APPLICATION PURPOSES,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi01NzE0MjM2OTQ4MDAM
NatMu,2022-01-19,Museum’s Guidelines and Policy for Person with Disabilities in visiting the National Museum,PENDING,Research/Undergraduate Thesis,01/01/2011 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEk5hdE11LTAxOTQzNTc4NjM2Nww
JJWC,2022-01-19,number of child commited crimes in the philippines,PENDING,Research,01/19/2020 - 01/19/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUpKV0MtNDEwNDM2NjE5NzE3DA
DOH,2022-01-19,VaxcertPh,PENDING,To secure my Digital Vaccination Certificate from Vaxcertph,11/09/2021 - 12/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MzEwODYwNTE1OTUM
BLGF,2022-01-19,updated local treasury operational manual,ACCEPTED,for future reference and reviewer for BCLTE this coming august 2022.,01/01/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJMR0YtODA2NTE4NjIzODExDA
OVP,2022-01-19,The request of financial assistance for educarional tuition,PENDING,Educational financial assistance,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC03MjQ3OTA1Njk2MTgM
OVP,2022-01-19,Financial Assistance for Husband Jerry Togado Hospital Bill with SARS Cov2 dialysis Patients,PENDING,Financial Assistance for Husband Jerry Togado Hospital Bill with SARS Cov2 dialysis Patients,01/16/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC0xODU3OTE5NzIzNzAM
DOH,2022-01-19,Vaccination Certificate (VaxCert) with QR Code,PENDING,Vaccination Certificate (VaxCert) with QR Code,07/01/2021 - 08/13/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0zMzU5ODc5ODM0MjQM
DOH,2022-01-19,Financial Assistance for Husband Hospital Bill with SARS Cov2 dialysis Patients,PENDING,Financial Assistance for Husband Hospital Bill with SARS Cov2 dialysis Patients,01/16/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wOTE0OTE0NDU2OTgM
BIR,2022-01-19,ITR,PENDING,Employment,01/01/2020 - 12/23/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi01MjU4NzEzMDcyODcM
PCSO,2022-01-19,Financial Assistance for Husband Jerry Togado Hospital Bill with SARS Cov2 dialysis Patients,PENDING,Financial Assistance for Husband Jerry Togado Hospital Bill with SARS Cov2 dialysis Patients,01/16/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVBDU08tNTE2OTgzOTU2Mjc2DA
DOH,2022-01-19,Lost Vaccine Card,PENDING,To request for a new Vaccine Card,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC05NDk4NDQwNDU2MTgM
DOH,2022-01-19,Vaccine certificate ID# 271565865,PENDING,To apply family visa abroad,11/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NjQ3NTA1OTQxMTYM
PAGASA,2022-01-19,Daily Temperature and Rainfall Data,ACCEPTED,Research,10/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS03NDk5MjY5NDU1NzUM
PAGASA,2022-01-19,Daily Temperature and Rainfall Data,PENDING,research,08/01/2009 - 10/30/2009,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0yNDEzOTg0NjU5MDIM
LMB,2022-01-19,Coordinates of BLLM 39 Davao Cadastre,PENDING,Reference for re-checking and plotting my residential lot,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIQsSB0NvbnRlbnQiFERFTlJMTUItMzY1NzIzMTg4MTA5DA
OVP,2022-01-19,Financial assistance po para sa aking asawa na may sakit sa puso (m rheumatic heart disease),PENDING,Para sa gamot at laboratory ng aking asawa na may sakit sa puso meron po siya rheumatic heart,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC03MzY4NjE2MDEzMTgM
DOH,2022-01-19,VAC CERTIFICATE,PENDING,Travel abroad,01/11/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNzU3ODUwMzczNTYM
DOH,2022-01-19,Vaccine certificate,PENDING,Travel,09/03/0021 - 10/01/0021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00NDI0ODkzODgzMDUM
DOH,2022-01-19,Update vaccination cert. And replacement caccination card,PENDING,Vaccine certificate for travel,01/17/2022 - 01/17/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03MTg1Nzk1MTU4NTMM
CDA,2022-01-19,Query on Philippine Financial Framework for Cooperatives,PENDING,For audit,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEENEQS01NDg5NDMxMDA0NjAM
DTI,2022-01-19,The number of Motor Vehicle and Motorcycle Sales,PENDING,Industry Study with Center for Research and Communication-University of Asia and the Pacific,01/01/2000 - 12/30/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0zMzEzNDk4MDM1MjYM
DOH,2022-01-19,Vaxcert,PENDING,Correction of Middle Name.,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC03NzAzNDE3NjcwMjkM
IA,2022-01-19,"The number of accredited and non-accredited Pedicab drivers in Intramuros, Manila",PENDING,Research and development,01/01/2018 - 12/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lBLTEyODczMTQyNDIzMww
DOH,2022-01-19,Request for Vaccination Certificate,PENDING,General,12/31/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00MjkwOTEwMDQwNTUM
DBM,2022-01-19,Status of NOSCA and SARO for approved ERF,ACCEPTED,For Promotion,10/18/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS03OTYzODc1MzQwOTEM
BJMP,2022-01-19,Age waiver,PENDING,For bjmp application age waiver,12/05/2021 - 01/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMzc2OTg2MzI3OTQzDA
BJMP,2022-01-19,Age waiver,PENDING,Bjmp application,12/01/2021 - 01/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJKTVAtMDY3MDQ2NTYzMjU3DA
DA,2022-01-19,Philippines rice production statistics,PENDING,Research and Development,01/01/1996 - 01/01/2008,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0RBLTQyMDUwMTIyNjM0Ngw
SSS,2022-01-19,Covid 19 Financial aid for positive workers,PENDING,Financial assistance,01/18/2022 - 01/18/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy04NDQ0MzQ5NDY1MjEM
SSS,2022-01-19,Asking for Cash Assistance,PENDING,Covid 19 Positive,01/06/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy0xNjUyOTA2MzU5NDUM
BIR,2022-01-19,Income Tax Return,PENDING,Copy of my ITR for the year 2020,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi04MjI3MTYxNTAyMzEM
SSS,2022-01-19,Reset of email address on my SSS online,PENDING,Reset of email address on my SSS online,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFNTUy02OTg4NDY5ODMzMDIM
DOH,2022-01-19,Correction of my Aunt's Middle Name in Vaxcert's record and her certificate,PENDING,To correct my Aunt's middle name,11/01/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0wMzQ1MTY3MjkxOTQM
PSA,2022-01-19,Philippines' Poorest Regions and Provinces List/Rank,PENDING,Research (for Undergraduate Thesis),01/01/2018 - 01/01/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04MjYwNDc2NDE5MDUM
DOH,2022-01-19,Correction of First Name (Vaxcert),PENDING,To correct my cousin's first name.,11/01/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC00Mzc0MjUyMTIyNDAM
PH,2022-01-19,Lost of vacination card,DENIED,to get a copy of my lost vacination card,11/29/2021 - 12/01/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD1BILTM4NDc1Mjg1MzIyOAw
BLGF,2022-01-19,business category of business engaged in Aircon Services and Repair,ACCEPTED,For the purpose of proper payment of local business tax,01/02/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJMR0YtMzA4NDk1ODM3ODU5DA
PHIVOLCS,2022-01-19,"Antipolo City, Rizal Historical Landslide Records",REFERRED,Undergraduate Thesis,05/31/2015 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIgsSB0NvbnRlbnQiFVBISVZPTENTLTYwNTIwMDQzNjU3MQw
PAGASA,2022-01-19,Annual Rainfall data of the Philippines in Shapefile (.shp),PENDING,For research purposes (ERDB thematic maps),01/01/2000 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyIAsSB0NvbnRlbnQiE1BBR0FTQS0xMzg5MTQ3OTkxNDYM
DOE,2022-01-19,Department Circular No. DC2021-12-0042,PENDING,Research,12/24/2021 - 01/07/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRS05MTM5NDEzMDc4MTQM
BIR,2022-01-19,Income Tax Return,PENDING,For Loan Requirement,01/01/2020 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJJUi00OTgyOTA1ODI4NDMM
UsaP,2022-01-19,Number of registered vape shops in Pasig,PENDING,"This is for the same feature report on vaping, as per my last request.",05/19/2019 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEVVTQVAtOTM1MTYxODI0NTQ0DA
PSA,2022-01-19,Annual Poverty Indicators Survey,PENDING,Academic Research,01/01/2012 - 12/31/2020,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS0xNDc5MzY4MTg2NjYM
DOH,2022-01-19,A Cox Proportional Hazards Regression Approach: Survival Analysis in COVID-19 Cases in Pasig City in,PENDING,Research Thesis,01/01/2021 - 12/31/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC0xNTU4MDc3NzUzNDIM
PSA,2022-01-19,Family Income and Expenditure Survey,PENDING,Academic research,01/01/2012 - 12/31/2018,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBTQS04NTI4NDg4Mjc4MzYM
OWWA,2022-01-19,Requesting for 2nd tranche in tabang ofw for my sister,SUCCESSFUL,For 2nd semester tuition fee,06/01/2021 - Invalid date,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEU9XV0EtMzkwMzkyMTc1OTgwDA
KWF,2022-01-19,Mga proyekto ng Sangay ng Salin,ACCEPTED,Research,01/19/2018 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEtXRi03NzQ1MjA3MzE0NjkM
DPWH,2022-01-19,2020 DPWH CMPD,PENDING,Reference for Bids Proposal,01/01/2021 - 01/02/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtMjQyMDgwNjMyMzIyDA
DBM,2022-01-19,Updates of ROSSS (Revised Organizational Structure and Staffing Standards for SUCs,ACCEPTED,Research,01/01/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERCTS0yMzA4MjA1NTQ5OTEM
DND,2022-01-19,Implementing Rules and Regulations to Republic Act 7077,PENDING,Reference,06/27/1991 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERORC03MDY5NzAwNDk1MTgM
RSU,2022-01-19,Transcript of record,PENDING,For employment,06/12/2011 - 03/25/2014,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFJTVS00NDk5MDg3MTY1MzQM
DTI,2022-01-19,PNS DOE QS 011:2016,ACCEPTED,Study,01/19/2016 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERUSS0zNjY0MDgxOTgyMDcM
DPWH,2022-01-19,Updated Status of Bataan-Cavite Interlink Bridge,PENDING,For internal company Business Strategy and Development,12/01/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURQV0gtNTY2NDM5OTg2NjgzDA
DOH,2022-01-19,Vaccination Card,PENDING,Travel Abroad,09/23/2021 - 10/28/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC01NzEzMzkzODIyNzYM
BTr,2022-01-19,updated local treasury operational manual,REFERRED,for future reference and reviewer for BCLTE this coming august 2022.,01/01/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEJUci0zMDg3NzkxMjI2MzIM
IC,2022-01-19,Traditional and Variable Exam,ACCEPTED,To know the result of my traditional and variable exam,12/27/2021 - 12/28/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHAsSB0NvbnRlbnQiD0lDLTg4MDI2Mjg2MzU0Mgw
TESDA,2022-01-19,Special order no. (D) (R-IV) Program code ICTCHS205 No.0514 of 2009,PENDING,Searching names,01/19/2009 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiElRFU0RBLTMxMTQzMDk4NDk0Mww
BFAR,2022-01-19,Blue swimming crab (Portunus pelagicus) fisheries and industry data,PENDING,Research and project proposal,01/19/2010 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEUJGQVItODgyMDcyNDY4MzY2DA
NTC,2022-01-19,To locate or block my Oppo A94,PARTIALLY SUCCESSFUL,Purpose to help locate my stolen phone,01/18/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE5UQy05OTI0ODE1OTUxNjEM
DOTr,2022-01-19,Looking for available information about a vehicle,PENDING,Vehicle verification and location,01/01/2017 - 12/31/2017,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHgsSB0NvbnRlbnQiEURPVHItNTA1ODE3MzAxMjgzDA
DepEd,2022-01-19,"Enrollees in primary and secondary programs in schools at Sampaloc, Manila AY 2020-'21 & 2021-'22",AWAITING CLARIFICATION,Thesis project,09/01/2020 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTE3OTc1NjQxMzkyMQw
DepEd,2022-01-19,requesting a copy of my NCAE result,SUCCESSFUL,to pursue my college,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTI0MjI1ODQyMDIwNQw
DepEd,2022-01-19,NCAE RESULT,SUCCESSFUL,Enrollment and Scholarship,01/19/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHwsSB0NvbnRlbnQiEkRlcEVkLTAzNjAxNzY4NjE2OQw
DOF,2022-01-19,updated local treasury operational manual,REFERRED,for future reference and reviewer for BCLTE this coming august 2022.,01/01/2022 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPRi0xNTA3NTk4NjY1MTkM
OVP,2022-01-19,Procurement docs for the OVP Covid Care Kit,PENDING,Research,01/19/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEE9WUC01Mzg4ODUyNDY4NzkM
DOH,2022-01-19,Procurement documents for the Kalinga Kit,PENDING,Research,01/19/2021 - 01/19/2022,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEERPSC04Nzg0NDIzMjQ0NjcM
PAO,2022-01-19,Reversal of verdict on appeal of criminal cases,PENDING,Thesis writing,01/01/2019 - 12/31/2019,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEFBBTy0yNzM3NzQ3NzM4MjcM
ECC,2022-01-19,ECC Financial Assistance for Covid Recoverees,PENDING,Cash Assistance,02/22/2021 - 03/07/2021,https://www.foi.gov.ph/requests/aglzfmVmb2ktcGhyHQsSB0NvbnRlbnQiEEVDQy0yNTgxMzQ1NjA2NzcM
